timestamp,latitude,longitude,sog_kts,cog,hdg_true,roll,pitch
2023-06-04T12:21:47.058,37.9162133,-122.4736300,6.800,64.4,65.7,9.9,6.9
2023-06-04T12:21:47.547,37.9162200,-122.4736116,6.900,63.4,65.1,7.1,2.7
2023-06-04T12:21:48.049,37.9162266,-122.4735933,6.700,61.9,62.6,4.4,7.8
2023-06-04T12:21:48.549,37.9162333,-122.4735750,7.100,64.3,65.7,6.5,2.9
2023-06-04T12:21:49.040,37.9162400,-122.4735566,7.200,63.8,69.7,5.2,4.5
2023-06-04T12:21:49.547,37.9162466,-122.4735383,6.800,66.2,67.9,4.3,5.2
2023-06-04T12:21:50.058,37.9162516,-122.4735200,7.000,68.7,72.0,3.5,3.2
2023-06-04T12:21:50.550,37.9162583,-122.4735016,6.900,67.4,72.8,3.8,5.3
2023-06-04T12:21:51.050,37.9162633,-122.4734833,6.600,70.0,73.4,11.9,2.5
2023-06-04T12:21:51.551,37.9162683,-122.4734666,6.500,71.0,75.0,10.9,3.2
2023-06-04T12:21:52.045,37.9162700,-122.4734483,6.500,66.7,74.1,12.2,2.7
2023-06-04T12:21:52.549,37.9162783,-122.4734333,6.200,68.2,71.2,6.8,6.2
2023-06-04T12:21:53.061,37.9162833,-122.4734183,6.000,69.7,72.8,8.5,2.2
2023-06-04T12:21:53.549,37.9162883,-122.4734016,5.800,72.4,70.1,6.0,5.5
2023-06-04T12:21:54.062,37.9162933,-122.4733850,5.800,69.4,73.4,6.1,5.1
2023-06-04T12:21:54.550,37.9162983,-122.4733700,6.000,67.9,73.7,7.1,3.2
2023-06-04T12:21:55.051,37.9163033,-122.4733533,6.000,69.6,72.2,3.3,4.9
2023-06-04T12:21:55.552,37.9163083,-122.4733366,6.200,72.9,74.8,2.9,4.4
2023-06-04T12:21:56.063,37.9163133,-122.4733216,5.900,68.9,74.7,6.0,2.2
2023-06-04T12:21:56.554,37.9163166,-122.4733050,5.600,72.8,72.6,7.9,4.7
2023-06-04T12:21:57.057,37.9163216,-122.4732900,5.700,62.9,69.2,10.0,1.9
2023-06-04T12:21:57.559,37.9163300,-122.4732733,5.800,58.2,60.8,8.6,6.7
2023-06-04T12:21:58.059,37.9163383,-122.4732600,6.000,53.1,56.8,10.3,-0.3
2023-06-04T12:21:58.562,37.9163483,-122.4732450,5.900,48.0,46.4,15.9,6.8
2023-06-04T12:21:59.062,37.9163583,-122.4732333,5.900,38.3,40.4,15.1,-1.2
2023-06-04T12:21:59.561,37.9163700,-122.4732233,5.800,30.2,33.7,11.9,4.3
2023-06-04T12:22:00.065,37.9163833,-122.4732150,6.100,29.6,35.5,11.8,1.1
2023-06-04T12:22:00.564,37.9163950,-122.4732050,5.600,32.6,34.8,7.7,2.5
2023-06-04T12:22:01.066,37.9164066,-122.4731933,6.200,33.6,35.2,4.9,2.4
2023-06-04T12:22:01.569,37.9164183,-122.4731850,6.400,31.6,30.0,-4.6,5.7
2023-06-04T12:22:02.070,37.9164316,-122.4731733,6.700,34.1,31.5,0.2,2.8
2023-06-04T12:22:02.570,37.9164433,-122.4731633,6.500,30.9,29.7,-0.8,5.5
2023-06-04T12:22:03.074,37.9164566,-122.4731516,6.600,32.9,24.6,-3.3,4.5
2023-06-04T12:22:03.573,37.9164683,-122.4731416,6.600,32.3,29.1,4.3,5.8
2023-06-04T12:22:04.075,37.9164816,-122.4731316,6.500,29.0,19.6,1.9,4.9
2023-06-04T12:22:04.575,37.9164950,-122.4731216,6.500,28.5,24.5,8.7,5.3
2023-06-04T12:22:05.078,37.9165083,-122.4731133,6.700,23.4,22.2,7.9,3.9
2023-06-04T12:22:05.581,37.9165233,-122.4731066,6.800,21.1,17.7,4.4,5.7
2023-06-04T12:22:06.080,37.9165366,-122.4730983,7.000,19.2,11.1,2.8,4.0
2023-06-04T12:22:06.583,37.9165516,-122.4730916,7.300,18.8,10.3,4.9,6.0
2023-06-04T12:22:07.082,37.9165683,-122.4730850,7.400,18.1,14.3,9.8,7.7
2023-06-04T12:22:07.586,37.9165866,-122.4730783,7.800,14.1,4.5,1.2,7.4
2023-06-04T12:22:08.086,37.9166066,-122.4730716,8.300,14.2,3.1,10.0,8.2
2023-06-04T12:22:08.590,37.9166266,-122.4730650,8.900,14.3,8.8,20.0,7.2
2023-06-04T12:22:09.088,37.9166483,-122.4730583,9.200,8.2,5.0,12.4,7.5
2023-06-04T12:22:09.588,37.9166700,-122.4730566,9.600,1.8,358.9,10.0,3.1
2023-06-04T12:22:10.093,37.9166916,-122.4730550,9.900,359.0,354.8,10.4,5.5
2023-06-04T12:22:10.593,37.9167166,-122.4730566,10.200,356.0,349.8,8.2,4.1
2023-06-04T12:22:11.094,37.9167400,-122.4730583,10.600,356.0,349.0,10.6,1.7
2023-06-04T12:22:11.595,37.9167633,-122.4730616,10.600,353.6,346.5,7.7,5.0
2023-06-04T12:22:12.097,37.9167866,-122.4730633,10.400,356.2,346.1,4.4,3.9
2023-06-04T12:22:12.597,37.9168100,-122.4730666,10.400,353.3,342.2,-2.0,4.9
2023-06-04T12:22:13.100,37.9168333,-122.4730683,10.400,355.5,344.9,1.7,2.3
2023-06-04T12:22:13.602,37.9168550,-122.4730733,10.300,352.4,338.2,0.4,3.1
2023-06-04T12:22:14.104,37.9168766,-122.4730766,9.900,352.2,344.8,-0.4,3.8
2023-06-04T12:22:14.602,37.9168983,-122.4730783,9.800,353.9,339.2,-9.2,3.6
2023-06-04T12:22:15.103,37.9169200,-122.4730816,9.800,355.7,344.4,-8.3,2.5
2023-06-04T12:22:15.604,37.9169416,-122.4730816,9.700,358.5,347.4,-4.8,7.5
2023-06-04T12:22:16.103,37.9169616,-122.4730800,9.100,1.3,349.4,-3.3,1.5
2023-06-04T12:22:16.556,37.9169816,-122.4730800,9.100,1.5,350.0,-3.0,6.5
2023-06-04T12:22:17.050,37.9170016,-122.4730800,9.000,1.2,352.8,-3.8,3.8
2023-06-04T12:22:17.558,37.9170200,-122.4730783,8.700,2.4,350.0,-7.1,3.3
2023-06-04T12:22:18.112,37.9170383,-122.4730766,8.400,7.4,349.7,-5.4,1.5
2023-06-04T12:22:18.560,37.9170566,-122.4730716,8.300,8.3,359.5,-4.0,3.1
2023-06-04T12:22:19.058,37.9170733,-122.4730683,8.100,9.8,5.1,-0.7,3.7
2023-06-04T12:22:19.560,37.9170900,-122.4730650,7.900,9.5,3.2,-2.7,3.9
2023-06-04T12:22:20.049,37.9171050,-122.4730616,7.400,11.4,2.4,-1.5,3.8
2023-06-04T12:22:20.559,37.9171216,-122.4730566,7.300,8.5,3.5,-0.7,6.9
2023-06-04T12:22:21.120,37.9171366,-122.4730550,7.300,4.0,358.6,-1.2,4.5
2023-06-04T12:22:21.560,37.9171533,-122.4730550,7.200,0.5,354.1,-1.2,2.8
2023-06-04T12:22:22.055,37.9171683,-122.4730550,7.100,358.6,350.0,-1.4,4.9
2023-06-04T12:22:22.561,37.9171850,-122.4730550,7.000,357.7,349.0,-0.2,4.0
2023-06-04T12:22:23.074,37.9172000,-122.4730583,7.000,352.1,342.2,-2.3,3.4
2023-06-04T12:22:23.561,37.9172133,-122.4730616,6.800,347.9,339.0,-2.3,2.6
2023-06-04T12:22:24.058,37.9172266,-122.4730650,6.500,346.2,334.6,-1.6,4.8
2023-06-04T12:22:24.563,37.9172383,-122.4730700,6.100,340.0,329.4,-0.9,4.2
2023-06-04T12:22:25.075,37.9172500,-122.4730766,6.000,342.0,323.0,1.6,2.7
2023-06-04T12:22:25.562,37.9172616,-122.4730833,6.000,334.9,315.3,-0.9,2.3
2023-06-04T12:22:26.059,37.9172700,-122.4730900,5.900,331.1,312.3,-1.7,1.5
2023-06-04T12:22:26.562,37.9172800,-122.4730966,5.300,328.7,306.1,-3.9,1.6
2023-06-04T12:22:27.074,37.9172883,-122.4731050,5.100,326.1,303.0,-4.3,2.4
2023-06-04T12:22:27.562,37.9172966,-122.4731133,4.900,321.8,298.5,-4.4,2.7
2023-06-04T12:22:28.062,37.9173033,-122.4731233,4.800,314.6,293.6,-5.9,0.7
2023-06-04T12:22:28.562,37.9173100,-122.4731316,4.600,324.1,288.0,-2.4,2.8
2023-06-04T12:22:29.051,37.9173166,-122.4731400,4.200,315.7,285.3,-2.2,3.7
2023-06-04T12:22:29.563,37.9173233,-122.4731483,3.900,313.1,282.0,-4.2,0.9
2023-06-04T12:22:30.064,37.9173283,-122.4731566,3.700,311.9,279.5,-6.1,0.6
2023-06-04T12:22:30.564,37.9173333,-122.4731633,3.600,310.1,278.9,-10.2,1.6
2023-06-04T12:22:31.055,37.9173350,-122.4731733,3.600,317.0,280.1,-11.8,3.1
2023-06-04T12:22:31.566,37.9173416,-122.4731800,3.500,317.0,283.0,-8.3,2.3
2023-06-04T12:22:32.066,37.9173466,-122.4731850,3.500,317.8,284.5,-6.5,3.6
2023-06-04T12:22:32.565,37.9173516,-122.4731916,3.100,321.3,284.5,-3.9,3.7
2023-06-04T12:22:33.053,37.9173583,-122.4731966,3.000,321.2,284.6,-0.4,2.9
2023-06-04T12:22:33.568,37.9173633,-122.4732033,3.000,319.3,284.2,-1.0,4.3
2023-06-04T12:22:34.065,37.9173683,-122.4732083,3.100,320.0,282.7,1.0,2.2
2023-06-04T12:22:34.564,37.9173733,-122.4732150,3.200,314.8,281.9,-2.0,2.2
2023-06-04T12:22:35.056,37.9173783,-122.4732216,3.100,309.2,280.0,-1.8,2.8
2023-06-04T12:22:35.564,37.9173833,-122.4732300,3.200,309.3,278.8,-6.6,3.6
2023-06-04T12:22:36.065,37.9173866,-122.4732366,3.100,301.5,275.8,-5.3,3.5
2023-06-04T12:22:36.560,37.9173916,-122.4732450,3.200,310.0,275.2,-4.8,4.6
2023-06-04T12:22:37.051,37.9173966,-122.4732516,3.500,310.8,273.9,-7.0,1.9
2023-06-04T12:22:37.550,37.9174000,-122.4732583,3.200,307.6,274.6,-4.6,2.8
2023-06-04T12:22:38.062,37.9174050,-122.4732666,3.100,305.1,275.1,-4.7,1.3
2023-06-04T12:22:38.561,37.9174083,-122.4732716,2.900,308.0,274.0,-4.6,3.7
2023-06-04T12:22:39.054,37.9174116,-122.4732783,2.900,307.2,273.7,-9.0,2.5
2023-06-04T12:22:39.551,37.9174166,-122.4732866,3.000,304.6,272.4,-4.9,2.7
2023-06-04T12:22:40.063,37.9174200,-122.4732916,3.000,304.0,271.4,-6.8,2.4
2023-06-04T12:22:40.561,37.9174233,-122.4732983,2.700,308.0,270.7,-8.7,1.4
2023-06-04T12:22:41.053,37.9174266,-122.4733033,2.400,310.1,271.4,-9.7,3.2
2023-06-04T12:22:41.563,37.9174316,-122.4733100,2.700,312.5,272.9,-7.3,2.2
2023-06-04T12:22:42.062,37.9174350,-122.4733150,2.600,313.4,273.7,-5.6,5.0
2023-06-04T12:22:42.559,37.9174400,-122.4733216,2.800,314.8,271.5,-5.4,2.6
2023-06-04T12:22:43.054,37.9174433,-122.4733266,2.800,309.5,271.6,-2.2,4.1
2023-06-04T12:22:43.559,37.9174466,-122.4733333,2.900,303.2,270.1,-4.7,2.8
2023-06-04T12:22:44.072,37.9174500,-122.4733400,2.800,306.1,268.5,-4.4,3.8
2023-06-04T12:22:44.563,37.9174533,-122.4733483,2.900,299.4,266.1,-5.7,3.3
2023-06-04T12:22:45.056,37.9174566,-122.4733566,2.900,299.7,264.7,-8.1,3.3
2023-06-04T12:22:45.563,37.9174583,-122.4733650,2.800,298.0,264.7,-11.1,3.4
2023-06-04T12:22:46.076,37.9174616,-122.4733733,3.000,307.0,264.7,-8.1,4.1
2023-06-04T12:22:46.563,37.9174650,-122.4733800,2.800,309.7,264.7,-9.3,3.6
2023-06-04T12:22:47.058,37.9174683,-122.4733883,2.800,308.2,264.7,-8.5,2.7
2023-06-04T12:22:47.564,37.9174716,-122.4733950,2.700,299.0,264.5,-8.4,3.6
2023-06-04T12:22:48.077,37.9174733,-122.4734033,2.700,300.5,264.1,-6.2,3.8
2023-06-04T12:22:48.568,37.9174783,-122.4734116,3.000,307.3,264.0,0.4,6.0
2023-06-04T12:22:49.061,37.9174816,-122.4734200,3.100,307.7,262.2,6.1,3.8
2023-06-04T12:22:49.565,37.9174850,-122.4734300,3.400,303.4,259.2,13.4,4.8
2023-06-04T12:22:50.084,37.9174866,-122.4734400,3.300,287.3,250.9,8.5,3.9
2023-06-04T12:22:50.569,37.9174883,-122.4734483,3.200,277.9,244.1,6.6,2.7
2023-06-04T12:22:51.063,37.9174866,-122.4734566,3.000,264.0,236.9,-6.3,3.4
2023-06-04T12:22:51.569,37.9174866,-122.4734650,3.000,262.2,234.5,-9.7,3.3
2023-06-04T12:22:52.072,37.9174850,-122.4734750,2.900,261.9,232.6,-8.1,1.3
2023-06-04T12:22:52.569,37.9174850,-122.4734833,3.000,267.0,229.7,-10.2,1.2
2023-06-04T12:22:53.060,37.9174850,-122.4734916,2.900,283.1,232.0,5.8,3.4
2023-06-04T12:22:53.569,37.9174850,-122.4734983,2.800,256.9,226.7,-3.5,2.5
2023-06-04T12:22:54.069,37.9174833,-122.4735050,2.300,269.1,223.5,-7.3,0.5
2023-06-04T12:22:54.566,37.9174833,-122.4735100,1.800,273.0,222.1,-7.6,0.7
2023-06-04T12:22:55.082,37.9174833,-122.4735150,1.600,271.5,220.4,-6.8,1.0
2023-06-04T12:22:55.565,37.9174833,-122.4735183,1.700,272.2,218.9,-2.4,3.4
2023-06-04T12:22:56.064,37.9174833,-122.4735216,1.600,277.6,217.5,-0.1,2.9
2023-06-04T12:22:56.569,37.9174833,-122.4735250,1.200,272.6,216.7,-4.1,1.6
2023-06-04T12:22:57.080,37.9174833,-122.4735283,0.800,281.8,217.0,-8.5,0.2
2023-06-04T12:22:57.565,37.9174833,-122.4735300,0.900,286.6,216.9,-5.5,2.1
2023-06-04T12:22:58.063,37.9174850,-122.4735316,0.900,290.3,217.0,-2.9,4.1
2023-06-04T12:22:58.566,37.9174850,-122.4735333,0.900,298.1,216.8,-2.8,2.9
2023-06-04T12:22:59.082,37.9174866,-122.4735350,0.900,323.5,218.1,-7.3,2.5
2023-06-04T12:22:59.566,37.9174883,-122.4735350,0.800,328.4,221.0,2.4,3.3
2023-06-04T12:22:59.978,37.9174900,-122.4735366,1.000,323.8,221.7,2.8,1.6
2023-06-04T12:23:00.478,37.9174933,-122.4735383,1.200,341.9,223.5,-2.1,3.1
2023-06-04T12:23:00.978,37.9174950,-122.4735383,0.900,334.1,225.4,-2.8,2.4
2023-06-04T12:23:01.479,37.9174966,-122.4735383,1.100,0.9,228.1,-9.6,4.5
2023-06-04T12:23:01.980,37.9175000,-122.4735383,1.100,337.9,231.3,-1.0,0.8
2023-06-04T12:23:02.482,37.9175016,-122.4735400,1.400,354.8,231.1,-4.7,3.7
2023-06-04T12:23:02.986,37.9175033,-122.4735400,1.300,347.8,237.0,-14.7,1.9
2023-06-04T12:23:03.487,37.9175066,-122.4735416,1.200,350.8,243.8,-14.3,3.7
2023-06-04T12:23:03.987,37.9175100,-122.4735416,2.000,354.1,252.5,-7.9,4.0
2023-06-04T12:23:04.487,37.9175150,-122.4735433,2.100,353.8,257.9,-0.2,3.7
2023-06-04T12:23:04.990,37.9175200,-122.4735450,2.200,342.2,265.6,5.0,5.0
2023-06-04T12:23:05.491,37.9175216,-122.4735466,2.100,325.5,266.4,1.2,6.7
2023-06-04T12:23:05.995,37.9175250,-122.4735516,2.000,322.2,264.0,3.6,6.7
2023-06-04T12:23:06.493,37.9175283,-122.4735566,1.900,316.7,258.3,-1.7,4.2
2023-06-04T12:23:06.996,37.9175300,-122.4735616,1.900,311.4,254.4,-3.3,3.3
2023-06-04T12:23:07.497,37.9175316,-122.4735683,2.000,301.3,249.8,-1.3,5.3
2023-06-04T12:23:07.999,37.9175333,-122.4735750,2.000,296.6,245.3,-0.6,4.0
2023-06-04T12:23:08.499,37.9175350,-122.4735800,1.900,291.8,241.2,-0.8,5.1
2023-06-04T12:23:09.002,37.9175350,-122.4735866,1.800,294.3,237.8,-2.2,4.6
2023-06-04T12:23:09.503,37.9175366,-122.4735916,1.800,290.4,234.9,-2.0,3.2
2023-06-04T12:23:10.003,37.9175366,-122.4735966,1.800,287.2,231.7,-2.1,4.5
2023-06-04T12:23:10.506,37.9175366,-122.4736016,1.600,294.0,229.7,-3.7,3.6
2023-06-04T12:23:11.007,37.9175383,-122.4736066,1.700,281.4,227.0,-4.0,3.0
2023-06-04T12:23:11.510,37.9175383,-122.4736116,1.700,288.0,223.7,-3.8,3.1
2023-06-04T12:23:12.010,37.9175383,-122.4736150,1.400,273.0,223.3,-7.9,3.5
2023-06-04T12:23:12.511,37.9175383,-122.4736200,1.300,280.7,223.4,-6.9,2.0
2023-06-04T12:23:13.011,37.9175383,-122.4736233,1.500,295.3,221.4,-5.2,3.5
2023-06-04T12:23:13.513,37.9175383,-122.4736266,1.400,287.8,221.1,-6.7,3.7
2023-06-04T12:23:14.014,37.9175400,-122.4736316,1.300,291.5,221.9,-4.9,4.2
2023-06-04T12:23:14.516,37.9175400,-122.4736350,1.300,299.8,223.7,-5.6,4.5
2023-06-04T12:23:15.017,37.9175416,-122.4736383,1.300,301.6,225.4,-5.7,3.4
2023-06-04T12:23:15.571,37.9175433,-122.4736433,1.400,303.8,225.3,0.8,3.8
2023-06-04T12:23:16.021,37.9175433,-122.4736466,1.500,291.2,224.8,-3.4,5.6
2023-06-04T12:23:16.571,37.9175450,-122.4736533,1.600,291.2,225.7,-2.8,2.8
2023-06-04T12:23:17.060,37.9175466,-122.4736566,1.500,300.8,224.9,1.5,2.9
2023-06-04T12:23:17.572,37.9175466,-122.4736616,1.600,290.6,224.1,1.0,4.9
2023-06-04T12:23:18.070,37.9175483,-122.4736666,1.700,278.8,221.8,3.2,5.1
2023-06-04T12:23:18.570,37.9175483,-122.4736700,1.700,277.0,219.4,-3.4,2.5
2023-06-04T12:23:19.083,37.9175483,-122.4736750,1.500,281.5,218.8,-5.0,2.8
2023-06-04T12:23:19.571,37.9175500,-122.4736783,1.400,293.9,217.5,-1.4,4.9
2023-06-04T12:23:20.068,37.9175500,-122.4736833,1.400,278.7,216.8,-2.3,1.9
2023-06-04T12:23:20.569,37.9175516,-122.4736866,1.400,306.7,218.4,-3.6,3.5
2023-06-04T12:23:21.083,37.9175533,-122.4736900,1.400,309.0,220.0,-0.9,4.0
2023-06-04T12:23:21.569,37.9175533,-122.4736933,1.300,300.6,220.6,-4.1,2.4
2023-06-04T12:23:22.065,37.9175550,-122.4736950,1.200,321.2,222.9,-4.9,4.9
2023-06-04T12:23:22.570,37.9175566,-122.4736983,1.200,310.1,225.3,-2.0,5.2
2023-06-04T12:23:23.083,37.9175583,-122.4737033,1.700,295.8,225.1,-4.1,2.8
2023-06-04T12:23:23.569,37.9175600,-122.4737066,1.600,307.8,226.1,-3.4,5.6
2023-06-04T12:23:24.061,37.9175616,-122.4737100,1.400,291.1,225.1,-4.6,3.1
2023-06-04T12:23:24.569,37.9175616,-122.4737133,1.300,292.1,223.4,-6.1,2.7
2023-06-04T12:23:25.072,37.9175633,-122.4737166,1.300,300.7,222.3,-7.0,5.4
2023-06-04T12:23:25.569,37.9175650,-122.4737200,1.300,306.0,221.0,-8.2,2.2
2023-06-04T12:23:26.060,37.9175650,-122.4737233,1.300,294.5,220.1,-8.8,3.6
2023-06-04T12:23:26.558,37.9175666,-122.4737266,1.200,312.0,220.0,-7.2,4.9
2023-06-04T12:23:27.068,37.9175666,-122.4737300,1.100,305.9,221.1,-5.8,3.5
2023-06-04T12:23:27.568,37.9175683,-122.4737316,1.200,321.1,221.7,-6.3,4.5
2023-06-04T12:23:28.057,37.9175700,-122.4737350,1.200,328.9,223.0,-5.3,3.3
2023-06-04T12:23:28.567,37.9175716,-122.4737366,1.200,328.4,224.8,-10.1,4.0
2023-06-04T12:23:29.065,37.9175733,-122.4737383,1.200,338.3,228.9,-5.5,4.3
2023-06-04T12:23:29.571,37.9175766,-122.4737400,1.500,337.1,230.3,-6.7,3.7
2023-06-04T12:23:30.085,37.9175783,-122.4737416,1.400,334.4,233.7,-10.6,3.8
2023-06-04T12:23:30.570,37.9175816,-122.4737433,1.300,330.8,239.4,-9.3,4.5
2023-06-04T12:23:31.065,37.9175850,-122.4737466,1.600,331.5,243.4,-1.4,3.0
2023-06-04T12:23:31.569,37.9175866,-122.4737483,1.800,330.3,244.9,-1.4,5.6
2023-06-04T12:23:32.074,37.9175900,-122.4737516,1.700,321.8,247.5,-3.3,4.2
2023-06-04T12:23:32.570,37.9175916,-122.4737550,1.600,323.4,250.4,-6.7,4.1
2023-06-04T12:23:33.067,37.9175950,-122.4737583,1.600,319.4,253.6,-5.0,3.8
2023-06-04T12:23:33.572,37.9175983,-122.4737616,1.800,314.6,254.7,-1.9,5.4
2023-06-04T12:23:34.077,37.9176016,-122.4737683,1.900,306.1,253.5,2.8,5.8
2023-06-04T12:23:34.573,37.9176033,-122.4737733,2.200,301.0,251.3,6.4,6.0
2023-06-04T12:23:35.073,37.9176050,-122.4737783,2.200,291.7,247.6,2.1,4.9
2023-06-04T12:23:35.574,37.9176050,-122.4737850,2.300,287.3,244.8,2.3,5.2
2023-06-04T12:23:36.076,37.9176066,-122.4737916,2.400,278.9,242.4,-1.0,5.3
2023-06-04T12:23:36.577,37.9176066,-122.4738000,2.600,278.5,240.0,1.0,3.6
2023-06-04T12:23:37.079,37.9176066,-122.4738100,2.800,276.5,238.8,0.8,4.7
2023-06-04T12:23:37.580,37.9176066,-122.4738166,2.800,273.3,236.8,2.4,3.6
2023-06-04T12:23:38.080,37.9176050,-122.4738250,2.700,270.0,234.6,-4.6,1.7
2023-06-04T12:23:38.583,37.9176050,-122.4738316,2.600,273.9,233.6,-4.9,4.8
2023-06-04T12:23:39.085,37.9176066,-122.4738400,2.500,279.2,233.4,-5.9,3.1
2023-06-04T12:23:39.587,37.9176066,-122.4738483,2.600,282.8,234.0,-2.5,4.2
2023-06-04T12:23:40.088,37.9176066,-122.4738566,2.600,275.0,233.1,0.1,2.6
2023-06-04T12:23:40.589,37.9176083,-122.4738633,2.600,282.4,233.9,3.7,5.4
2023-06-04T12:23:41.088,37.9176083,-122.4738716,2.600,278.3,231.9,2.2,3.4
2023-06-04T12:23:41.590,37.9176083,-122.4738783,2.500,266.4,229.3,1.5,4.3
2023-06-04T12:23:42.091,37.9176066,-122.4738850,2.400,264.9,225.5,-3.1,4.5
2023-06-04T12:23:42.593,37.9176050,-122.4738916,2.000,258.3,224.9,-9.3,3.5
2023-06-04T12:23:43.098,37.9176050,-122.4738966,1.600,264.8,224.5,-15.7,4.7
2023-06-04T12:23:43.598,37.9176033,-122.4739000,1.600,262.1,226.2,-16.1,2.3
2023-06-04T12:23:44.098,37.9176033,-122.4739050,1.600,277.5,229.8,-16.8,2.4
2023-06-04T12:23:44.599,37.9176050,-122.4739083,1.500,295.4,233.1,-8.9,4.1
2023-06-04T12:23:45.102,37.9176050,-122.4739133,1.400,290.4,234.9,-9.8,2.0
2023-06-04T12:23:45.601,37.9176066,-122.4739183,1.500,301.9,236.4,-9.2,5.3
2023-06-04T12:23:46.106,37.9176083,-122.4739216,1.500,311.4,237.2,-10.4,3.7
2023-06-04T12:23:46.605,37.9176083,-122.4739250,1.200,300.1,239.2,-13.2,5.2
2023-06-04T12:23:47.106,37.9176100,-122.4739266,1.100,321.8,243.3,-10.2,3.2
2023-06-04T12:23:47.607,37.9176133,-122.4739283,1.200,326.4,245.9,-7.0,3.8
2023-06-04T12:23:48.108,37.9176150,-122.4739316,1.300,314.3,247.8,-4.6,5.5
2023-06-04T12:23:48.609,37.9176166,-122.4739350,1.300,315.0,248.7,-0.9,5.3
2023-06-04T12:23:49.111,37.9176183,-122.4739383,1.500,304.2,248.4,-1.2,4.6
2023-06-04T12:23:49.613,37.9176216,-122.4739416,1.800,309.3,247.9,0.9,5.4
2023-06-04T12:23:50.115,37.9176233,-122.4739466,1.600,298.4,248.1,2.2,4.2
2023-06-04T12:23:50.616,37.9176250,-122.4739516,1.300,283.9,246.4,-2.9,4.2
2023-06-04T12:23:51.059,37.9176250,-122.4739566,1.700,286.9,245.9,-6.7,4.3
2023-06-04T12:23:51.621,37.9176266,-122.4739616,2.000,294.0,245.7,-7.4,4.4
2023-06-04T12:23:52.069,37.9176283,-122.4739666,2.000,300.7,244.9,-3.9,5.5
2023-06-04T12:23:52.570,37.9176316,-122.4739733,2.200,303.6,244.6,3.8,5.4
2023-06-04T12:23:53.124,37.9176333,-122.4739783,2.300,289.6,241.6,1.7,3.1
